address,shares,underlyingValue,yieldToken,yieldTokenName,yieldTokenSymbol
0xda75e7d543ac80ddf2d429217c51e182048daaaf,1783673774836812508800,1825530111318654348144,0x0a86adbf58424ee2e304b395af0697e850730ecd,yearnStakingDai,ysDAI
0xea84e1b96bbc06af9da27572f65f3a5740f32998,49734023064858071,50901099709346402210294063737877656,0x0a86adbf58424ee2e304b395af0697e850730ecd,yearnStakingDai,ysDAI
0xfc6567bb46c0d781997871f442a2351b17b9fbba,299340135527431,306364559843084006013499337710616,0x0a86adbf58424ee2e304b395af0697e850730ecd,yearnStakingDai,ysDAI
0x0057be07beef5d9b4beb9e2d147906e83d1915c8,7800964217408115,8791492070848444,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x012154b76219a7efef0ac3154b81b5570e4b9e6e,10407249455958,11733187554336292421069038458870,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x02df93e74e03185b39d17b918b346add194b4e46,1131677097951,1275494556866227329497012210436,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0303c6ca7ad3b0a9c0dfc4693262d95f77803af7,4589370769177,5171551725299124781184791865725,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x03625cb5e7a1bb174dc3d8471e513cd0c8e32ffa,315844572718599,356143544288563563580858469538900,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x045ae901e59ddebdc647e28b269348b049d15b3f,1277564835168862,1439800285357714260684909664289462,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x048235a59c06b10f72cfca1aab571fb12d58e9f1,230845971356671768,260200413516863760,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x04a361e025415b208a711cf4a38726f1f8adc6e8,17740638746494,20000000000001882281925147191468,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0556bdc524fcd2b8855eaacb1e10638b292a47a3,8858586233910176279,9987485088163719431,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x059f9b3eaeb183feb097a71a861b35ae6f22afde,1355928090492391,1528061485599048979793359087809542,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0624beb6f8c1aa2907f8fc10be77c7aee6cae737,399375709,450508824,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x068a281310e6511c170a3bc6a9d179520eb488d3,757013179103,853198093416704802235074756053,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x06def639045e0acc26eae895aef38dd737d670d6,5321447115550154,6000281744710135,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x06e8be0955703574a442f3d3767d962e1e5945de,2218071496680241,2502073131884484,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x082784c86d4d6e9ca0e19e93da1f78b116bd8307,2218075762240520,2501821162051719,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x087ca5bacf37f23d4b346a8e36c1b45352b37359,1862541089313433,2101382376292141,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x08b927620b5b29ad54655d0bc1133b3124c99d48,1723628767271747,1941805008905078,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x09885349b029099404ebd2d9b6f6a1dbd2f84777,28293157065,31880751890233719988446358290,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0a04362fbdc46b8af04e26246fa07cc636a7790b,3163698050,3566793591844482694993967900,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0a9c860bff5c71f0ecb59d1df0ac8553c4f8178b,22557246358919,25429986500004808257030334666184,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0b49e096e8701ab2e33b52e45a9673d0080fe288,10765305585628,12141212205403286966998197043840,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0c1cfd35d86ae760134f307667b6cafb6c7fc7e8,1573641791543152692,1774341696190337968,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0c2d5a4e9dc0c818cda031d13e7ad18bd6b0a97b,217678508580,245366237856121106798863330320,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0c610dc0321d77fb25a155ec3bfb0ba5b028ef78,1329835558867,1500243969746349751244740296230,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0c74d9e478ec897af92e57911cd985978a3597d4,9471284149,10685429984825237902203643270,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0d8a31bdce93d40978171f762c0247f108903b0d,21173270887,23883123498649334748683891084,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0e57f58cc5eb3674c4738074362a3d9d82ca7648,64781775666,73086301932877805207645716164,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0e9b063789909565ceda1fba162474405a151e66,66509081742,74956654036219100390015037672,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0ef5cbf621f37e75cfa17ecfb29dc836aa95eba0,2306298147224358,2601947844516943,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0fbf8603ffa6d349af1a27428fe9e4fcc5be82d5,5884468314234,6635230814380564339355574424620,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x0fcc0aab9c10c5a8be51bfd6c79be42dfe0e5445,9920,11182004809294211671040,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x105e5a87f2bd4733de4e88698ed0869d440689dc,6650321145335,7497573545576831691419665067505,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x1126aff4b2e5fa4ca5116c7783f457c3bb661c30,34602693381,39006363579,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x114d10a2fffa9ae13a273bbc01307e2dd57e347f,734584784081498,828089083431414527944224450144936,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x119f8a224e41cbdd5961ec8811dda02c1ffa34ab,1800575683228,2031381358339258237664506802900,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x11a49404b74ae8dd718e339bcf2d152b71e08ff2,8853139639643559,9980098423771151,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x11ebee2bf244325b5559f0f583722d35659ddce8,4267693065130288,4809990668013312,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x1215699ae35449c9fab4448e80e9b2d0e9b0e9f2,35352079384783,39828648959989601783792173152714,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x127ad227fb8a9f3b12984175260dfc165ccda8c8,4966682666868457,5600261487273663,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x12f9ccc48f08d5c62035a7e277b270ccbd25e5f3,7364912823230,8303110276479042348837753145480,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x13108ab5c6eb7efdcd7ba6f8cc55d265eae6176f,8688654339153,9795679849756369202117752876920,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x132af0452a9b8b61777421bf77c41fbbabf8527a,1221931496570,1376266654707157210133403333400,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x139f2916cf105a494efa59645bdc0598a5d4c256,2016565034006,2273764736317280201759775154010,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x149fe5da1acbe133eaaedfc0cb3ca5989c54d690,2482588041290241,2796913780569866,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x16499579e80e4d29774753d4e738f5e95d5b9908,12687405174447,14295796401857,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x165c6bf14299bed24ded12a8b792e7781d2fed85,1323381626,1491997872,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x1691565c9e5846b348bf21707521e492614df376,1667080893090,1879561870813159511259803650470,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x172484f3a0a21e023fd25203525d8a98fc204cca,4447815841939600,5013512529264959,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x175aab6a6023428622182d206080c8bea0a99fcc,443801897913989,500335806139763,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x17e322c433267c87ed1a97c8aa3bfde99cc06b9f,1280427754,1443061587347153358703551884,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x18b384268e4949897e27e0c4e0394b549bc8fa6f,15615233741163,17594787843671,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x18b5418c1af447c1673c4bea93a8e582fb2b696e,1632022085721872,1839541171412959551419378587799968,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x18fd3b1bc08af0d4ea39322c96901b84e367d134,1839400415198599,2072549143195611644011456686810264,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x19719b8bfd8227e51ac6e92b38424277e779df8d,35174118785842,39644256740604805165259170868458,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x198417578590e8a178d362f09c5f0b5052ae80a6,1773138482,2000000001821858779442244594,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x19bafa77aab2e1fe6cbe4b2c60597b9060b105ee,8952541373060715119,10092201240205396101,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x1a4d55f9413a86eebdd8bf34fa16fcb2c4bc21a5,92449195500437,104190548022568,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x1a8edf3d8f53e6725772af5d4e830062f7c00f8a,303845365667012,342538303964173262714060711035136,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x1bb37ce51e175e7c68420724589f3875ff2ca577,2662215415629976,3002362300702845,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x1bba15127f9fd12a20e0e8c3a1e9c88245452ef3,72594883641762897,81845742460233919,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x1c285acfaace08dce3368bfd7d237eb067dfba0c,24843054832,27989899360573926116513500096,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x1cc46367d9055ce7d63f772368470e4e548b3b4b,348059112441579,392345855090288,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x1d547f69a15a950e2f153af29cb991676fab9812,521593584,587206831265476130005934304,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x1eecf2854c5d65198d74dcae9a294d3a5b1100d2,12264758357,13825131829421762655995584670,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x1f378305a40cd8b5b5289a372f9a529b23ea1875,71187888846917484085,80247674294944756105,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x1f4150c5266e24c61f7109b650ff391ac17ebca3,2661653771727477,3002661645135688,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x1fac48ebad939a6020d86302f06dad1b9e8612b7,751252875165,847048299344108322701717872395,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x207f9952bb1cc519b2709132d6d79017a06bb18a,1416110178004,1597644619231257176858378384920,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x208f43cfa9bdd7f0f35d1f21fa23605eaea9c316,4792548619135270,5402853217465921,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x20b0b63ff0e04eb1109d5059f7b8ebdd1d7e37eb,531747813145175,599438023147505,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2103b7a6e25fdaee150ab4323cc12240355d25cf,126464755587352,142576145869538537071012285524336,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x213fe9ec777859f7e46d70691e23bcad837e71ff,2992028105904174,3372671794011204809919197930665968,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x21c9aba2392dd5e15ce74bf9c8685ac4907b5fab,1534391781377601084,1729932916895056117,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x22409c6d7c47e4e792a2ee57f57953543a32a766,2215902600730056,2498363594398621,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x22d2c9e7c66178e33898febf14ab4b33135d0abc,7584839346478452,8549408525367655,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x22f9764f82e02aa90021c7500dbb7c5e9288615f,349932987240627146,394324098008865471,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2330eb2d92167c3b6b22690c03b508e0ca532980,67905603244559148,76556751891897973,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x233ada7fc4e68d89a140956c5eed3903ca063cce,2217561508972155,2501456256013554,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x233d45936362cda56cc3772de90ce58372a56e8d,632851,713409651791766561738889,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x23548a256ccbcd708b2909de89cc1bb424d2d668,278867605483488,314308188627738817595332990425216,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x239be1f15e673538b6b5b41ca843a9ae37fd7599,573039,646480965282935764338279,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x23fb2d515c9d3b412b6ada442403504a26b96071,3030565469917475,3415919897924469247275860037440600,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x24392e4efd1ddb532b64094188dcc27276dc13fa,26822417565,30242555220653015396929247520,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x249fe973667bbe5e03051ce88556067fe52e2ffb,196773674170,221741299531412546365648193780,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x255fc518e1c48d6e44ed942db6504a0dbe17de26,2661680271246044,3002443776952865,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x25a0dc5852b972e2e11752733db3a53e0928623b,18377,20718822922315372943763,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x25a12bd421791d746b009b0401c13fa2c5fd46f0,2228207091061355,2511680744281190,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x25fca8cb566632185aa28fdf26fff33457df2196,16792646750,18942680283224931357081985500,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x26124caa9929fad751bdf274966487ba8d54d333,1774544308099022,2000947315172177,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x26f47013c27d6563e1c984963c86ae066fa06633,1142737257517,1287660000000022811529030461091,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x27b60f36c8f7f55e0c41a9b4033d730647eb002b,963543798001,1085974412166302691699127081401,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2844310391cd489c8e2dcd5ba7e34aa47a37c6ce,11181109125,12614908630732665609904989750,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x28735d342907f5fd89614d2b5dde92befd7691ed,13691993314904,15427736883479,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x28f9f61222427766296e53a87c41bd7282d28761,1151961420702,1298549343802,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x294ca11a4faeeb79ff01e515d130772559f886eb,41062882755909333787,46266158671855834378,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x29b85b666a45a50c358fe5e43fbbc9ff1ba792e1,4434970598130959,5002370709011543,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x29e874fa26787faff4db996f149ebbc71f516677,4424615643330642,4996061939711812,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x29fb4c3d3c9fcb4feeb10ad486c7fcb708f6baa1,88639844360542,99930724887008,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2a2b7015c8b308aa45cb4d6a5fee46770d92ce1a,1347002057677793344,1518865590613499143,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2a309ec427e8a227bd3823a65da2dafd8b84bef1,653896258506,736804657646,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2a402a12723457ce8243a70b63f745c462bd11f9,8864033254134,9993557804458,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2a54e112b25d2f7b298b2db5dbc0644197f970a2,3550862028901,4005849478609632846196150871208,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2a6bf8a714acdbe9d6e9dd1753ca09b8e7d95328,1561740960313765195,1760348034837374056,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2b93e854fa2c8c62be005dc57deb5a6dca3f1bde,215169514111,242605868637068759878739438688,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2be724ca7404980849ae8199ba1d6315bd605826,89569411447893,100952350174870,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2c550d8235469d0dd75ec878a1f9cc90f04e95db,77701794191413,87583861000351112991896068345586,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2d832b4e4b39208109f4a6ffafeaaf4d6c63b57f,169325528170,190894186184694298385469254820,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2dd34135b5af21e8d0817902793e6398cd5b2b66,344462961557593,388171049539002096592773428267217,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2e3baa9ec2a73e6813cbcea552f8a8db39e70bde,235107,265054694030199083617110,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2f1454a5bd2d9a2a7d9d9bfa21619cfbb1c5afbd,8872333548945299,10009698591015114,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2f15b21b2b8817749648ccad53025cdddea40d1d,709002993104087,799352342869075,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2f2cf17974addf9003d9154adf12f5536b8fa493,43730,49289086842729413259330,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2f45724d7e384b38d5c97206e78470544304887f,1972,2222964067625442196152,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2f7100a662ad8ecf32bf70ec9880d8c3eafad29f,5775,6508916725972397473275,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x2fa0db556bb6f400a295c19347565c2b65729857,2440781727898316,2753491741246154,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x307c93e9f35c5b6b68cd3ba37e247a08d0369971,1776,2003051681650477329360,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x30c1fd89217ddb02ee8547c419edcb6042404bd1,10907,12287786113139911942412,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x31ae14d23713f705a75807ee6878e87b37c3ad51,30,33813712516838475000,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x32660025e6e2071de1b94e99d583648af53bea6d,237769096582882,267912026161273,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x330e36146e2c558b161aad6c0d066a3350753aff,84008214559250,94645805789694236130666361487250,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x3317c036be424b3efb57c985d46dfa8fe141aeef,841484212314505,948573038206423742708722390029535,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x334f89967ac04f6036b83c0280363745350efb40,15612,17601512221398624589104,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x339bf030db0195fba2e3a56647c07658c9598f42,60312983853,67985223354999513167986432137,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x33bd8d5a4f40285df90694ccb29d6f5859c3977e,95332319614005585,107448540594758632,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
0x3415187c90ca060591f74565cdb67bd0c931f204,2396103893588912,2701711299125297,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Wrapped liquid staked Ether 2.0,wstETH
