address,shares,underlyingValue,yieldToken,yieldTokenName,yieldTokenSymbol
0x04ae8a023749f91110f1d2aa2971cb82ead7c1ed,999466,999995,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0x0e324e842ef7948ebd3b2e8682f444f2a6ca5592,18989894,18999977,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0x125e419842966672dc4b28272d99cec4665642a8,299768506,299927683,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0x335e4cb001eb27fe29f46004a082b8eebc295751,211388,211500247028,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0x3771ce1cf0a910305af51606c88b95b06748762e,6503243426,6506690145,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0x6b3d1a37b5c01901341f01f4975d31bc5e6c3d81,9994681,9999988,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0x6fba3e23406dbb3c010d8c203fb734b6b3ef6dd3,79869,79911410439,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0x7601f59a937899d780a55b33f4fe4983178f63af,999467941,999999657,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0xa12358e39c9ca9d190a5c60130a64c06211bccba,2853674749,2855190050291719,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0xa2e83a7620dc31ca47eb21db08ee8cbdc48e1b55,10394461209,10399980667,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0xa4d937d71a0b679a7937668c5d488190de8c209f,33039829,33057373,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0xcfc17b9b0cae7428098a1bc4a57f19dacb5db657,49973372,49999907,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0xd6095f91a366eab359bfe54143e151700d32476d,10994144,10999981,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0xd8b822b3c35339f56327a880a54cefd75a051e36,11993617,11999985,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0xfb2c9a817c1c347c0164a8211cf7014650379cfa,1005646,1006179,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0xfb4fa7363e2a9462cff3c7ba6d3787432ac564f0,200684,200790563204,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0xffaaf10a141c03a9baf4362b843cadf9dd3ff41f,19989358,19999972,0x3b27f92c0e212c671ea351827edf93db27cc0c65,USDT yVault,yvUSDT
0x15962221e0e7a41de9da1615f9cb64cbfff83408,198094747593141242,200000048596936646,0x400509d00888c46903cf01495bb2eeafd24f0f80,Static Aave WETH,s_aWETH
0x526d542ffbae26d510cd610b8050438586fd203c,99047349729581722,99999999999999999,0x400509d00888c46903cf01495bb2eeafd24f0f80,Static Aave WETH,s_aWETH
0x15962221e0e7a41de9da1615f9cb64cbfff83408,377003319345891800459,405000140052500056079,0x59417c1b2085e086f1eeb1af0f40ee1dfd9c097f,Static Aave DAI,s_aDAI
0x005e2d697a733c792c8aad6dccc422a35859abf6,3374425345647,3407179944207892083939478577799,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x02ad0f9cab40def1d6563bfc84f5aea4282842af,4951932978156064,4999999999999999712288169997094688,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x02cd9289e6e8760a61272b5781419ab341507dc5,5942319573787277135,5999999999999999998,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x0dc655094b8fbdb2419fa813826f546ea37020a5,47198588429,47656731863296734267491575893,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x0eec70678a2e67a0aecacbea56d2426713c78562,25750051486411534,25999999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x0f64e2b81a6e0c3d2a993ede5f8e8cdd0b78196f,13688002,13820867588859167346834834,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x125e419842966672dc4b28272d99cec4665642a8,1683657212573061855,1699999999999999998,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x167c5177a10eb55c6adc245c17ec8fc9b54ef57a,555194297367233,560583412393000,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x16bc42a8d77ab79e8ec3bd9c1d8bca47626cc6f5,198077319126242,199999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x1e30a6a23b3524c56da001304838f623b8fec96c,17770845051,17943341650008835239904305267,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x22061d1115a9756be87f40978e822fe3cba04665,1980773191262425713,1999999999999999997,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x26bb12d67f35467c3d1354eb53457f20a325811c,9903865956312128,9999999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x294ca11a4faeeb79ff01e515d130772559f886eb,3356,3388575748908523360096,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x337844866ce1f51be8eb9f3a4882b5cb891edba5,7328860807670974,7399999999999998,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x377704eca6a1d5a4f4721c51764564a32321469f,14855798934468192850,14999999999999999995,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x3b15cec2d922ab0ef74688bcc1056461049f89cb,69254344476,69926576936212919554528890492,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x3bb8361d964ba81f87c5584690ddcf993e0d95ab,137108827297,138439704153725019556225448552,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x3bf39e4677efb07a775437b5e4bd6acf12906858,2475966489078031,2499999999999998,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x3d49c72784c4558366c3088779e3d26d2c5e1702,13,13126187346785102408,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x3d78ace36ab76eae6dbfda33e2835873bccc095d,247596648907803214,249999999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x3db79f7aeae37b9ab8548b42f94f1f36cbaae5a7,39615463825248513,39999999999999998,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x3f39beaf99c49291efa1e8b181cad59671091eaf,51393397123819,51892258387305756371660351619704,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x46e8704ccd01f85d43e5a95642c516baf5f4c8dc,148557989344681928,149999999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x4788b1f3822b5ce86aee9ebf2ff108c6f25d4c9c,382429339,386141473124706961070025363,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x4a3b4a5c86311a8dcdf1057543ef69d0a710a84f,99038659563121285,99999999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x580e0f838a94d413e5c71a3b0b736a5416852060,93566981397227642,94475209791782041347880270494024714,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x587f47ed1096d2de800dd93a40a0f146fdd38307,9903865956312128,9999999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x5c58a9d67145fe5224f70bfe0b4fa0fa27e4a4eb,80646637200905457441,81429451445176457332025790739618581897,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x5d9ae998e4fe9068593e72f774317f14ba606871,297115978689363,299999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x64bac0fc115ef0bb3e49eacafe89a8404dbb4c8a,3961546382524851,3999999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x6620cd29b8e637f6b084c5add2df278bf369c7a3,3070198446456759,3099999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x66a12885f5df191e2b177e18bec643fe056d0d4d,3292184121224,3324140427330561577896640485184,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x697f21718a14a93bd76b1b97b32dc02f1f3ff382,28233759270401984,28507816437486700546475337289721344,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x7457c7a76afe42d018e253a22f7e68b51daf0778,2725228,2751681022361882392352076,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x7d52b2b2aeda25a2acdabbc74bd9e2c30b4d36d7,512620993067105525,517596860991834942601084262549228925,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x818c4df073ec43b80fd6e3bdd451382a390d0466,58458586162,59026027230045467967386407554,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x848e677aa363c98afe22a25230d51af1f8ff46ca,2971159786893638,2999999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x886ff7a2d46dcc2276e2fd631957969441130847,990386595631212,999999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x8bf3fee9d28a88c3a91a185e665da86851347527,2228369840170228926,2249999999999999995,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x8c8a28151e27f52b8322d976076e1671c26d7a19,198077319126242571,199999999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x95420c8f22c95e94f0c443d4c075b819644014b0,121113576866,122289192321721084498076130256,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xb4fbd802d9dc5c0208346c311bcb6b9ecff468c6,2501337337,2525617115613118738539722529,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xbfc2749366f5c75fa59c135f2a5a926054aaa606,2475966489078032,2499999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xc56a6c92240e4d346e30277ac0dc6e4d6e1c0a45,990386595631212,999999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xc674be459b09acae0f3ad0c58062e78ec36412d6,22868541533,23090520039222629880231254728,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xcfda0f042f8b3a865fb04cfd956d76903112c595,1305774804163587002,1318449593243297752280931517485717834,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xd1c0b8911f1393812dff49f9fb2b19be4aa55424,13,13126187346785102421,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xd2f35a388b02234b26dfda38e302f14074f3cf02,368737022271,372316248924985900528439363736,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xd3320391a0a7d59f49b54f9c3b2ca65dc3978063,2540521529335364,2565181657892076330566229301227424,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xd37264e2c8aa7d5b08d6f32c0648fbce63be4358,19807731912624250,19999999999999992790912366087562250,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xd581ad68d9130ca711c7410f8a7f5a0972d8706b,1287502574320574,1299999999999997,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xd61e42caca8647329b0e8c2ffb937beb603894cd,1782695872136183140,1799999999999999997,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xd7ac4581ef4e2bb6cc3734da183b981bfd0ee2a2,47973446897407512,48439111665109039,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xe52056995f13a6462b5f1759146d8a8297a651c2,7923092765049701,7999999999999998,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xe5859cbc7a5c954d33480e67266c2bbc919a966e,9903865956215,9999999999901928630374913576655,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xe5b4f2034ca45390f928087ef746f72a651d1067,82796092,83599770397973480329118364,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xe64dc3c97bca46f8887ac7b446b773dfee87302c,11478315,11589731778108741761192355,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xea3053e144e720eba39d9e66eca55a7623efcd81,9903865956312127,9999999999999998,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xeb1f18f7fd4407f93202bd53815e57ef80982415,2485870355034344,2509999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xf56d4380594624c6bdd9ee58d6060f4310733285,2475966489078032,2499999999999999,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xf69696da236cff4a67c4b03fdbf82e592725ff09,10967977,11074440070556155945859409,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0xfb4fa7363e2a9462cff3c7ba6d3787432ac564f0,3143352155368835,3173863791407083175856459422050360,0x61134511187a9a2df38d10dbe07ba2e8e5563967,Static Aave WETH,s_aWETH
0x02cdb392a6d69e5c2a970baa9b40ece990715e1d,48465096,49999985,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0x03021732c5ed089d92c6246fb1b7f77c32c3e1cb,1587144,1637408,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0x6b3d1a37b5c01901341f01f4975d31bc5e6c3d81,15578757,16072136,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0x820fc206696880afbd7853c9aee5dabc42cca57b,38785225,40013553,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0x9ad4a47e223312b4d8b15d514bd1f7fb7ee6ab8b,39953,41218,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0xb32e86a789432bb61517c774e57f3fc0d2aa872b,484650227,499999099,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0xb7666197f53636c22349cc48a5a6b521e4015e33,703368923,725645320,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0xb9cb1765b729979a2ae8f70494420c7e6bff20f5,11459,11821,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0xc513f38b2a6457e75c6de1f95b60f9f318a34ed4,932360,961888773560,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0xc78520c23490589c73a75a411d8a4dd97fe3530c,58157751,59999606,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0xca8419a56b7e8a3a38f5653a2f72656376df17e7,45093876,46522044,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0xd3058063989b885ec673ee07d44870ed3ee3a342,24986240,25777579207040,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0xd32f25dfa932b8064a81b8254e7997caebc85f97,944359,974266,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0xd874387ebb001a6b0bea98072f8de05f8965e51e,6785101,6999985,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0xe321bd63cde8ea046b382f82964575f2a5586474,9693008,9999985,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0xe613df76d94a034ae7282dfa9f5ca51d2e1e40f5,945067751,974998046,0x7da96a3891add058ada2e826306d812c638d87a7,USDT yVault,yvUSDT
0x00a0847926a77692495774f1c71ba8abef99dd52,1034245,1097692717827971362145040,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x01aa31ae8998f71a91d32105dbcdade03e1a7bb1,93388030200392940,99089813408141490,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x02306108713e99cf45dfea33c12438ccba96482d,444,471287493843263381148,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x0459a68feb50c9deae20daf91d3ad209a1ec3b9d,470880400962891681,499840482134494798,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x04a38539567837666eb4ee6e027005d14410386d,109323411244,115849540404942813134331189068,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x0574215b0a39119c84ca17f1ec83418eeb5ada8e,390692734904923,414659127557922241812764870633391,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x093ad56857aaa28615f6efef5518e564bba39c64,140008048829062553516,148478470896542916021,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x0e29cded60dbfa5a70ac933f6fc0268d2a07fc42,2262626978223,2401426777424155508740225811496,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x0f7d35a1b8127dc0750322f7e26e2230df0c9169,93780220098222605975,99999999999999999810,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x10bf7045e9fa3f12a48987b3a7497f8bceb3dccc,7347688372142149,7791716282076195,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x1223de651d267158f6ce3528975dfb57596ab211,25831126551207,27419640276650052006681374257716,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x125e419842966672dc4b28272d99cec4665642a8,847081580152699835,896398161707174834,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x13c9d9b81513fe8ef119408f916b74118478cb03,67484,71631453230898166696828,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x15962221e0e7a41de9da1615f9cb64cbfff83408,9940160709247927545,10507720267129718557,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x180064a1cb33d62510964ea23be9fb2a136142be,3844989024027126845,4099999999999999992,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x1a6b9ecb96b4467cb4484f85a4bd073dab937ae0,1031,1093973444165736842103,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x1b51cce51e2531c478daa9b68eb80d47247dcbec,132158743611201245969,140098343455672872973,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x1bd019a775d182b8b49646aeadbdd471fda1c2d7,501049367125666875,531772744978390905,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x1d92f22c9359d164c0da59faa9087bcb4253e956,8465,8981099475533731344300,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x200c8695c4e6c50a5ecbf56e7419b42c807f79c1,3426436009,3636629131685349508458566168,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x207eb28011e62aa694e6722a4306f5e57e379869,3852000316970927780,4088432860979053671,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x21fce9f53e46709ea525b6215c89ef12762a060e,8899209609,9440404518988754626135874745,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x2330eb2d92167c3b6b22690c03b508e0ca532980,1812207179407758423,1923477767673173746,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x23bc474aba2b1c6111db4e81957279ab963fa2f6,131292308137511648,139999999999999999,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x2508db65d628d8846a6609cf9d0ff2e2914a2b80,3578166077160512144,3798276404801593432,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x29ca8fad0a11d397313e8f7cf4809f49eda408c8,26373089178708936814,27995048460562878715,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x2a2b7015c8b308aa45cb4d6a5fee46770d92ce1a,1948792426532568283,2068622255386486311,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x2aaa03a8293053bd4b7fa1740ac94d935c66ee84,44509683360179883712,46996672791134951388,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x2cdf675e966ca6c95cede42144f774031991a60a,5622936267559877515,5965705457758647444,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x2eaa02259a9aa218d96422b9291344a47df84191,11636028908878447,12407764554925566701400401127666242,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x2fe55ecd0813821a209a944888206cc4dafcbe17,46153179583206966744,48991734324933377502,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x31304ccdd28e62ef552824db08a350d752068c39,94138620599343854,99805459504549586,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x315c6ffde34b5d168792d798400ddc673160b037,50088414812118844,53147813447929932497463087545003772,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x37b3a715a9507c85c1845168ff1801799dacf808,1109562802520366,1177686316399845736978672218068704,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x37d0371d17e5e587b236504515a4baabc08da619,86295373609,91566292029686481189189356217,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x3862903859ea9b1ce6804823bd9ca7a249afebb3,30009670431431233902,31999999999999999928,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x38e729d3f3a1ff6125d90018c1af14d1e78d46be,4290714837350506,4546130813496100474559723080831572,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x391fb1b5babd261cd0c42b91460859f546d7ca9b,93780220098222605,99999999999999998,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x394b67c6bc05abb14c73a57706dcd5cb85231c4e,29109685892735,30870167358462246035789424025365,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x3d49c72784c4558366c3088779e3d26d2c5e1702,495838276706862,526326578890982082564325075302948,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x3e174bfed0a5a48a66e962decb712de220294255,233689828288431766,247786958245100956,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x3f8bf14bd9277476c108aac5306ff3015775bc3e,15940021932999943,16997211049733983705327483898401298,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,22935,24322456344231194915040,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x4337dea57db20c89ad6992496af80a7843b83957,14121032361558521481,14989412398893182988,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x440daa861400bf754b83121479bf26895f1df7c4,3447110432308,3657963271544797346120759643028,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
0x4924faeb9840c74c1ec16eb9eeaa790248acd5fd,85,90074127969187239245,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,Wrapped liquid staked Ether 2.0,wstETH
